,player_id,team_id_salary,league_id_salary,salary,team_id,league_id,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,w,l,gs,cg,sho,sv,ipouts,er,baopp,era,wp,bk,bfp,gf,pos,inn_outs,po,a,e,dp,pb,zr,debut,final_game,Days Played
29,adamste01,PHI,NL,8700000,CHN,NL,1722.0,78.0,450.0,894.0,1.0,0.0,63.0,2.0,0.0,0.0,387.0,732.0,33.0,17.0,38.0,10.0,1.0,51.0,62.0,41.0,0.0,0.0,42.0,2608.0,403.0,2.819,60.06999999999999,54.0,6.0,3801.0,201.0,P,2606.0,87.0,130.0,14.0,6.0,0.0,0.0,1995-08-10,2005-05-23,3574.0
30,adamswi02,OAK,AL,531000,OAK,AL,75.0,0.0,92.0,149.0,0.0,0.0,20.0,0.0,0.0,0.0,55.0,105.0,5.0,9.0,0.0,0.0,0.0,6.0,9.0,48.0,1.0,1.0,0.0,404.0,87.0,0.53,12.19,4.0,0.0,611.0,0.0,P,404.0,7.0,16.0,0.0,0.0,0.0,0.0,1996-06-11,1997-08-14,429.0
31,adcocna01,KCA,AL,1242000,KCA,AL,168.0,1.0,64.0,126.0,0.0,0.0,14.0,0.0,0.0,0.0,56.0,81.0,5.0,7.0,5.0,4.0,3.0,2.0,6.0,5.0,0.0,0.0,1.0,369.0,57.0,1.064,17.46,6.0,1.0,541.0,14.0,P,315.0,10.0,16.0,3.0,0.0,0.0,0.0,2011-03-31,2015-07-26,1578.0
32,adducji01,ML4,AL,210000,ML4,AL,149.0,144.0,11.0,34.0,8.0,1.0,1.0,15.0,0.0,1.0,2.0,27.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1B,1053.0,167.0,14.0,2.0,6.0,0.0,0.0,1983-09-12,1989-07-26,2144.0
33,adducji02,TEX,AL,1503000,TEX,AL,140.0,132.0,15.0,25.0,4.0,0.0,1.0,8.0,5.0,1.0,13.0,36.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1B,843.0,155.0,3.0,1.0,3.0,0.0,0.0,2013-09-01,2014-09-28,392.0
34,adenhni01,LAA,AL,1200000,LAA,AL,12.0,0.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,54.0,12.0,0.6519999999999999,9.0,3.0,0.0,90.0,0.0,P,54.0,0.0,1.0,0.0,0.0,0.0,0.0,2008-05-01,2009-04-08,342.0
35,adkinjo01,CHA,AL,903000,CHA,AL,357.0,1.0,75.0,155.0,0.0,0.0,18.0,0.0,0.0,0.0,54.0,82.0,10.0,5.0,9.0,4.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,416.0,70.0,1.51,24.54,1.0,0.0,605.0,40.0,P,414.0,7.0,23.0,2.0,3.0,0.0,0.0,2003-08-14,2008-09-27,1871.0
36,adriaeh01,SFN,NL,1501500,SFN,NL,197.0,228.0,24.0,48.0,14.0,1.0,1.0,19.0,4.0,3.0,21.0,47.0,1.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SS,729.0,93.0,180.0,6.0,40.0,0.0,0.0,2013-09-08,2015-09-22,744.0
37,afenitr01,CIN,NL,390000,OAK,AL,88.0,79.0,4.0,15.0,2.0,2.0,0.0,7.0,17.0,3.0,5.0,32.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,C,613.0,123.0,5.0,1.0,3.0,6.0,0.0,1987-09-14,1992-07-10,1761.0
38,affelje01,SFN,NL,18000000,SFN,NL,2322.0,17.0,455.0,907.0,0.0,0.0,76.0,2.0,0.0,0.0,398.0,726.0,41.0,42.0,42.0,25.0,6.0,43.0,46.0,42.0,0.0,0.0,28.0,2778.0,408.0,3.821,61.52,55.0,9.0,4034.0,162.0,P,2670.0,45.0,184.0,13.0,13.0,0.0,0.0,2002-04-06,2015-10-04,4929.0
39,agbaybe01,COL,NL,1800000,NYN,NL,1075.0,1091.0,145.0,299.0,57.0,6.0,39.0,156.0,16.0,16.0,139.0,246.0,7.0,15.0,1.0,8.0,31.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LF,8994.0,610.0,10.0,15.0,0.0,0.0,0.0,1998-06-17,2002-09-29,1565.0
40,agostju01,SLN,NL,5000001,CHA,AL,1629.0,20.0,313.0,641.0,0.0,0.0,30.0,0.0,0.0,0.0,249.0,314.0,47.0,30.0,1.0,0.0,0.0,40.0,33.0,4.0,0.0,0.0,29.0,1879.0,279.0,4.47,85.14999999999999,21.0,7.0,2713.0,198.0,P,1879.0,58.0,158.0,14.0,13.0,0.0,0.0,1981-09-07,1993-06-19,4303.0
41,aguaylu01,PHI,NL,1125000,PHI,NL,1073.0,1104.0,142.0,260.0,43.0,10.0,37.0,109.0,7.0,5.0,94.0,220.0,12.0,20.0,14.0,12.0,27.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SS,8183.0,483.0,867.0,54.0,148.0,0.0,0.0,1980-04-19,1989-09-30,3451.0
42,aguilch01,FLO,NL,981000,FLO,NL,357.0,230.0,26.0,53.0,13.0,2.0,3.0,16.0,2.0,2.0,16.0,61.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LF,1323.0,103.0,5.0,2.0,0.0,0.0,0.0,2004-06-28,2008-07-10,1473.0
43,aguilri01,MIN,AL,13050000,MIN,AL,2201.0,139.0,580.0,1261.0,3.0,0.0,141.0,11.0,0.0,0.0,357.0,1067.0,42.0,36.0,17.0,0.0,1.0,86.0,81.0,178.0,10.0,0.0,318.0,3874.0,512.0,3.8609999999999998,66.43,53.0,10.0,5391.0,557.0,P,3875.0,99.0,177.0,5.0,9.0,0.0,0.0,1985-06-12,2000-09-06,5565.0
44,ahmedni01,ARI,NL,1525500,ARI,NL,308.0,491.0,58.0,109.0,19.0,6.0,10.0,38.0,4.0,6.0,32.0,91.0,1.0,1.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SS,501.0,217.0,413.0,15.0,97.0,0.0,0.0,2014-06-29,2015-09-22,450.0
