,player_id,team_id_salary,league_id_salary,salary,team_id,league_id,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,w,l,gs,cg,sho,sv,ipouts,er,baopp,era,wp,bk,bfp,gf,pos,inn_outs,po,a,e,dp,pb,zr,debut,final_game,Days Played
393,blairwi01,DET,AL,13500000,DET,NL,1254.0,148.0,784.0,1449.0,1.0,0.0,170.0,5.0,0.0,0.0,421.0,848.0,28.0,36.0,15.0,9.0,0.0,60.0,86.0,257.0,3.0,0.0,4.0,3822.0,713.0,2.8449999999999998,69.17,41.0,3.0,5572.0,75.0,P,3823.0,65.0,140.0,9.0,8.0,0.0,0.0,1990-04-11,2001-07-26,4124.0
394,blakeca01,LAN,NL,18750000,CLE,AL,2790.0,4500.0,644.0,1186.0,264.0,18.0,167.0,616.0,36.0,37.0,445.0,1037.0,37.0,72.0,27.0,47.0,107.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1B,31448.0,1706.0,1753.0,125.0,232.0,0.0,0.0,1999-08-14,2011-08-31,4400.0
395,blaloha01,TEX,AL,18600000,TEX,AL,1744.0,3567.0,507.0,959.0,198.0,17.0,153.0,542.0,14.0,7.0,313.0,720.0,22.0,19.0,2.0,27.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3B,20625.0,1258.0,1305.0,80.0,220.0,0.0,0.0,2002-04-01,2010-06-27,3009.0
396,blancan01,PHI,NL,2550000,KCA,AL,694.0,871.0,101.0,232.0,54.0,8.0,11.0,75.0,2.0,10.0,56.0,127.0,5.0,11.0,26.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SS,4947.0,363.0,681.0,33.0,163.0,0.0,0.0,2004-04-17,2015-10-04,4187.0
397,blancgr01,SFN,NL,10800000,SFN,NL,2274.0,2275.0,304.0,596.0,91.0,29.0,20.0,192.0,95.0,34.0,291.0,493.0,17.0,14.0,23.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CF,13458.0,1418.0,34.0,11.0,3.0,0.0,0.0,2008-03-30,2015-09-09,2719.0
398,blanche01,CHN,NL,9525000,CHN,NL,1899.0,2761.0,274.0,615.0,145.0,11.0,72.0,298.0,366.0,280.0,254.0,546.0,28.0,9.0,37.0,26.0,71.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,C,21534.0,5709.0,479.0,38.0,81.0,55.0,0.0,1997-07-25,2013-09-23,5904.0
399,blancto01,WAS,NL,948000,WAS,NL,86.0,62.0,7.0,11.0,3.0,0.0,1.0,7.0,1.0,0.0,2.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1B,234.0,21.0,5.0,2.0,3.0,0.0,0.0,2005-04-04,2005-09-24,173.0
400,blankke01,CHN,NL,300000,CHN,NL,24.0,11.0,19.0,31.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,100.0,17.0,0.96,18.11,1.0,0.0,146.0,1.0,P,100.0,3.0,2.0,1.0,0.0,0.0,0.0,1988-09-20,1990-06-12,630.0
401,blankky01,SDN,NL,2964000,SDN,NL,727.0,827.0,110.0,199.0,42.0,2.0,33.0,111.0,6.0,2.0,83.0,275.0,2.0,18.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1B,5253.0,806.0,51.0,6.0,62.0,0.0,0.0,2009-06-19,2015-06-16,2188.0
402,blankla02,OAK,AL,1881000,OAK,AL,1149.0,1050.0,176.0,233.0,48.0,3.0,9.0,92.0,54.0,18.0,200.0,218.0,2.0,11.0,25.0,6.0,27.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2B,12094.0,1120.0,535.0,25.0,121.0,0.0,0.0,1988-09-04,1993-08-15,1806.0
403,blankma01,MON,NL,600000,MON,NL,54.0,9.0,22.0,39.0,1.0,0.0,6.0,1.0,0.0,0.0,18.0,18.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,110.0,21.0,0.489,10.3,0.0,0.0,167.0,3.0,P,111.0,2.0,8.0,0.0,0.0,0.0,0.0,2000-04-03,2001-06-21,444.0
404,blantjo01,PHI,NL,31500000,OAK,AL,903.0,216.0,875.0,1811.0,0.0,0.0,206.0,6.0,0.0,0.0,436.0,1257.0,38.0,42.0,74.0,54.0,5.0,92.0,91.0,252.0,8.0,3.0,2.0,4930.0,810.0,3.775,62.050000000000004,37.0,3.0,7034.0,23.0,P,4701.0,110.0,185.0,15.0,16.0,0.0,0.0,2004-09-21,2015-10-03,4029.0
405,blausje01,CHN,NL,12600000,ATL,NL,2780.0,4522.0,691.0,1187.0,217.0,33.0,122.0,513.0,65.0,41.0,569.0,937.0,22.0,91.0,48.0,41.0,77.0,0.0,0.0,1199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SS,31158.0,1614.0,3191.0,188.0,555.0,0.0,0.0,1987-07-05,1999-10-03,4473.0
406,blazemi01,MIL,NL,1525500,MIL,NL,189.0,4.0,29.0,57.0,1.0,0.0,6.0,1.0,0.0,0.0,31.0,63.0,1.0,2.0,2.0,3.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,219.0,26.0,0.6659999999999999,13.26,3.0,0.0,306.0,24.0,P,51.0,6.0,9.0,1.0,0.0,0.0,0.0,2013-06-22,2015-08-12,781.0
407,blaziro01,PHI,NL,540000,PHI,NL,189.0,6.0,61.0,114.0,0.0,0.0,14.0,0.0,0.0,0.0,31.0,68.0,6.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,276.0,55.0,0.5700000000000001,10.9,5.0,0.0,413.0,16.0,P,276.0,6.0,4.0,0.0,1.0,0.0,0.0,1996-05-31,1997-09-28,485.0
408,blevije01,WAS,NL,5025000,OAK,AL,1056.0,1.0,140.0,277.0,0.0,0.0,31.0,0.0,0.0,0.0,118.0,310.0,18.0,15.0,16.0,16.0,1.0,16.0,9.0,0.0,0.0,0.0,2.0,988.0,129.0,1.9639999999999995,34.65,6.0,0.0,1374.0,91.0,P,972.0,3.0,30.0,7.0,1.0,0.0,0.0,2007-09-16,2015-04-19,2772.0
409,blockte01,ATL,NL,210000,ATL,NL,260.0,244.0,15.0,50.0,5.0,2.0,2.0,11.0,2.0,1.0,14.0,27.0,3.0,0.0,2.0,0.0,6.0,0.0,0.0,126.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,CF,3365.0,352.0,2.0,2.0,0.0,0.0,0.0,1985-04-11,1989-06-11,1522.0
410,bloomwi01,SEA,AL,9000000,SEA,AL,2384.0,2891.0,398.0,778.0,110.0,23.0,18.0,225.0,133.0,51.0,189.0,494.0,7.0,16.0,25.0,15.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2B,19158.0,1342.0,1141.0,57.0,247.0,0.0,0.0,2002-09-01,2015-06-28,4683.0
411,blossgr01,BOS,AL,327000,BOS,AL,48.0,39.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DH,378.0,38.0,2.0,6.0,0.0,0.0,0.0,1993-09-05,1994-04-17,224.0
412,blowemi01,LAN,NL,6900000,SEA,AL,1549.0,2300.0,290.0,591.0,116.0,8.0,78.0,365.0,7.0,8.0,248.0,610.0,10.0,6.0,15.0,16.0,80.0,0.0,0.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3B,17094.0,958.0,986.0,93.0,132.0,0.0,0.0,1989-09-01,1999-10-03,3684.0
413,bluevi01,SFN,NL,1350000,OAK,AL,1512.0,512.0,1394.0,2992.0,9.0,0.0,267.0,15.0,0.0,2.0,1234.0,2446.0,61.0,26.0,53.0,1.0,2.0,209.0,161.0,946.0,143.0,37.0,2.0,10030.0,1213.0,3.94,59.82,103.0,13.0,13837.0,11.0,P,10030.0,127.0,427.0,19.0,21.0,0.0,0.0,1969-07-20,1986-10-02,6283.0
414,blumaja01,KCA,AL,495000,KCA,AL,51.0,0.0,9.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,8.0,0.22,3.6,1.0,0.0,82.0,10.0,P,60.0,1.0,6.0,0.0,1.0,0.0,0.0,1996-08-09,1996-09-27,49.0
415,blumge01,HOU,NL,4500000,HOU,NL,2701.0,3966.0,446.0,990.0,206.0,15.0,99.0,479.0,19.0,19.0,332.0,667.0,34.0,33.0,21.0,40.0,86.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3B,26298.0,1381.0,2075.0,82.0,323.0,0.0,0.0,1999-08-09,2012-07-17,4726.0
