,team_id_salary,league_id_salary,player_id,salary,team_id,league_id,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp
821,CHN,NL,chiassc01,305000,CHN,NL,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,WAS,NL,chicoma01,431000,WAS,NL,43.0,63.0,3.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,11.0,0.0,1.0
823,TBA,AL,childja01,327000,TBA,AL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,TEX,AL,chiriro01,518290,TEX,AL,204.0,622.0,76.0,144.0,36.0,1.0,24.0,81.0,0.0,1.0,52.0,152.0,1.0,12.0,9.0,6.0,9.0
825,CLE,AL,chiselo01,2250000,CLE,AL,451.0,1454.0,173.0,373.0,84.0,3.0,43.0,177.0,11.0,3.0,94.0,300.0,7.0,13.0,8.0,7.0,21.0
826,OAK,AL,chitrst01,105000,OAK,AL,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,SLN,NL,choatra01,3000000,ARI,NL,672.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
828,TEX,AL,choicmi01,502000,TEX,AL,96.0,272.0,22.0,51.0,7.0,1.0,9.0,36.0,1.0,0.0,22.0,76.0,0.0,3.0,0.0,3.0,11.0
829,BOS,AL,choihe01,725000,CHN,NL,363.0,915.0,130.0,220.0,54.0,3.0,40.0,120.0,3.0,4.0,141.0,262.0,8.0,16.0,6.0,8.0,20.0
830,BOS,AL,choji01,210000,BOS,AL,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,TEX,AL,choosh01,14000000,CLE,AL,1125.0,4132.0,649.0,1163.0,248.0,25.0,139.0,549.0,112.0,45.0,583.0,1045.0,35.0,108.0,6.0,30.0,64.0
832,COL,NL,chouibo01,278000,ARI,NL,111.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0
833,SFN,NL,chrisja01,2433333,PIT,NL,529.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0
834,LAN,NL,chrismc01,222500,CHA,AL,99.0,128.0,22.0,32.0,3.0,0.0,2.0,14.0,6.0,4.0,10.0,26.0,0.0,5.0,1.0,2.0,1.0
835,DET,AL,chrismi02,200000,CLE,AL,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,CIN,NL,chrisni01,500000,CIN,NL,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,OAK,AL,chrisry01,267500,OAK,AL,452.0,998.0,159.0,222.0,48.0,5.0,16.0,102.0,16.0,15.0,114.0,256.0,0.0,6.0,27.0,9.0,12.0
838,SFN,NL,chulkvi01,837500,TOR,AL,259.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
839,NYN,NL,churcry01,2800000,WAS,NL,654.0,1894.0,251.0,500.0,134.0,7.0,56.0,267.0,21.0,10.0,188.0,459.0,15.0,25.0,8.0,13.0,48.0
840,SDN,NL,cianfar01,475000,SDN,NL,500.0,1276.0,136.0,308.0,59.0,7.0,34.0,185.0,16.0,3.0,80.0,360.0,3.0,16.0,7.0,13.0,34.0
841,CIN,NL,cingrto01,525500,CIN,NL,75.0,52.0,5.0,10.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,0.0
842,CHA,AL,cintral01,1900000,ARI,NL,680.0,2056.0,244.0,565.0,104.0,21.0,33.0,222.0,18.0,14.0,112.0,230.0,8.0,8.0,27.0,14.0,49.0
843,KCA,AL,ciriape01,513500,BOS,AL,272.0,612.0,70.0,164.0,32.0,7.0,5.0,51.0,35.0,7.0,20.0,126.0,4.0,4.0,9.0,4.0,8.0
844,SDN,NL,cirilje01,6975000,MIL,NL,1617.0,5396.0,800.0,1598.0,343.0,21.0,112.0,727.0,63.0,37.0,563.0,694.0,18.0,67.0,51.0,59.0,153.0
845,MIA,NL,cishest01,6650000,MIA,NL,311.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,NYA,AL,claibpr01,511325,NYA,AL,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
847,HOU,NL,clancji01,1225000,TOR,AL,472.0,61.0,4.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,20.0,0.0,0.0,10.0,0.0,1.0
848,FLO,NL,clapich01,201000,FLO,NL,70.0,105.0,18.0,28.0,5.0,3.0,1.0,9.0,1.0,0.0,14.0,19.0,0.0,1.0,1.0,0.0,2.0
849,LAN,NL,clarkbr02,3900000,MIL,NL,785.0,2015.0,264.0,559.0,97.0,7.0,36.0,210.0,48.0,33.0,208.0,252.0,12.0,54.0,23.0,18.0,55.0
850,PIT,NL,clarkda05,800000,PIT,NL,905.0,1964.0,248.0,518.0,81.0,8.0,62.0,284.0,19.0,12.0,222.0,451.0,21.0,5.0,4.0,16.0,58.0
851,BOS,AL,clarkja01,2900000,SFN,NL,1994.0,6847.0,1118.0,1826.0,332.0,39.0,340.0,1180.0,77.0,61.0,1262.0,1441.0,127.0,24.0,9.0,83.0,174.0
852,COL,NL,clarkje01,690000,SDN,NL,515.0,1609.0,170.0,414.0,79.0,16.0,44.0,208.0,17.0,8.0,83.0,295.0,7.0,21.0,5.0,10.0,37.0
853,TEX,AL,clarkje02,300000,TEX,AL,46.0,78.0,9.0,12.0,3.0,0.0,0.0,9.0,3.0,2.0,8.0,13.0,0.0,2.0,2.0,2.0,1.0
854,CHN,NL,clarkma01,5050000,CLE,NL,219.0,242.0,7.0,14.0,3.0,0.0,1.0,9.0,0.0,0.0,8.0,106.0,0.0,0.0,29.0,1.0,2.0
855,SDN,NL,clarkph02,200000,SDN,NL,264.0,543.0,62.0,150.0,30.0,0.0,17.0,65.0,4.0,4.0,27.0,76.0,5.0,9.0,2.0,7.0,9.0
856,TEX,AL,clarkte01,200000,CAL,AL,91.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,BOS,AL,clarkto02,5000000,DET,AL,1559.0,4532.0,629.0,1188.0,233.0,11.0,251.0,824.0,6.0,9.0,527.0,1209.0,55.0,21.0,0.0,40.0,133.0
858,BAL,AL,clarkwi02,6000000,SFN,NL,1976.0,7173.0,1186.0,2176.0,440.0,47.0,284.0,1205.0,67.0,48.0,937.0,1190.0,155.0,59.0,13.0,101.0,100.0
859,ATL,NL,claryma01,125000,ATL,NL,58.0,60.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,17.0,0.0,0.0,7.0,0.0,1.0
860,TEX,AL,claudal01,508500,TEX,AL,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,CIN,NL,clausbr01,370000,CIN,NL,58.0,99.0,5.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,40.0,0.0,0.0,11.0,0.0,1.0
862,TEX,AL,claytro01,4500000,SFN,NL,2108.0,7379.0,935.0,1904.0,363.0,55.0,110.0,723.0,231.0,100.0,565.0,1415.0,34.0,45.0,113.0,62.0,218.0
863,ML4,AL,clearma01,685000,BOS,AL,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,ANA,AL,clemeed02,215000,COL,NL,114.0,257.0,30.0,64.0,12.0,3.0,8.0,32.0,0.0,1.0,9.0,81.0,0.0,1.0,2.0,1.0,5.0
865,PIT,NL,clemeje01,405000,PIT,AL,152.0,385.0,33.0,84.0,15.0,1.0,14.0,39.0,0.0,1.0,26.0,110.0,3.0,6.0,1.0,2.0,8.0
866,BOS,AL,clemema01,9825000,CHN,NL,239.0,348.0,22.0,33.0,5.0,1.0,0.0,12.0,0.0,0.0,14.0,174.0,0.0,4.0,43.0,1.0,2.0
867,SDN,NL,clemepa01,245000,SDN,NL,288.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0
868,HOU,NL,clemero02,18000000,BOS,AL,709.0,179.0,5.0,31.0,6.0,0.0,0.0,12.0,0.0,0.0,13.0,61.0,0.0,2.0,18.0,1.0,3.0
869,CHA,AL,cletoma01,501000,SLN,NL,41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
870,BAL,AL,clevest01,514000,BAL,AL,148.0,416.0,38.0,95.0,26.0,3.0,3.0,41.0,0.0,1.0,29.0,76.0,2.0,1.0,0.0,0.0,19.0
871,CAL,AL,clibust02,60000,CAL,AL,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,OAK,AL,clippty01,8300001,WAS,NL,489.0,15.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,1.0
873,PIT,NL,clontbr01,350000,ATL,NL,272.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0
874,COL,NL,clossjd01,317000,COL,NL,160.0,447.0,46.0,107.0,21.0,3.0,10.0,48.0,1.0,1.0,50.0,93.0,3.0,4.0,5.0,2.0,13.0
875,SEA,AL,cloudke01,275000,SEA,AL,71.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
876,ML4,AL,cluttbr01,73000,ML4,AL,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,TBA,AL,clybuda01,205000,BAL,AL,41.0,109.0,14.0,23.0,4.0,0.0,4.0,8.0,0.0,0.0,8.0,33.0,0.0,1.0,0.0,0.0,5.0
878,TOR,AL,coatsbu01,392100,CHN,NL,46.0,57.0,4.0,11.0,5.0,0.0,1.0,3.0,1.0,0.0,4.0,23.0,0.0,0.0,0.0,1.0,2.0
879,TBA,AL,cobbal01,516900,TBA,AL,81.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
880,SEA,AL,cochrda01,162000,SEA,AL,218.0,514.0,43.0,121.0,24.0,1.0,8.0,43.0,1.0,3.0,40.0,129.0,1.0,3.0,4.0,1.0,10.0
881,OAK,AL,codirch01,270000,OAK,AL,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,MIL,NL,coffeto01,2025002,CIN,NL,461.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0
883,CHN,NL,coffmke01,100000,ATL,NL,32.0,37.0,2.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,12.0,0.0,1.0,1.0,0.0,0.0
884,KCA,AL,coganto01,200000,KCA,AL,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,PHI,NL,coggida01,320000,PHI,NL,60.0,48.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,23.0,0.0,0.0,4.0,0.0,0.0
886,CHN,NL,coghlch01,2505000,FLO,NL,666.0,2244.0,311.0,602.0,135.0,24.0,46.0,199.0,45.0,22.0,231.0,440.0,16.0,19.0,12.0,11.0,28.0
887,CHN,NL,cokeph01,2250000,DET,AL,401.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
888,MIN,AL,colabch01,505000,MIN,AL,215.0,698.0,86.0,185.0,35.0,1.0,28.0,110.0,2.0,3.0,56.0,220.0,1.0,5.0,0.0,2.0,19.0
889,OAK,AL,colanmi01,300000,ANA,AL,71.0,116.0,12.0,27.0,4.0,3.0,2.0,8.0,0.0,0.0,10.0,32.0,0.0,2.0,1.0,0.0,3.0
890,ARI,NL,colbrgr01,2750000,ARI,NL,992.0,2769.0,337.0,801.0,155.0,12.0,98.0,422.0,29.0,21.0,170.0,444.0,11.0,49.0,2.0,26.0,80.0
891,MIN,AL,coleal01,500000,CLE,AL,573.0,1760.0,286.0,493.0,58.0,26.0,5.0,117.0,148.0,59.0,217.0,296.0,8.0,7.0,19.0,9.0,25.0
892,PIT,NL,colege01,531000,PIT,NL,75.0,140.0,11.0,24.0,0.0,0.0,1.0,9.0,0.0,0.0,5.0,59.0,0.0,0.0,14.0,0.0,2.0
893,KCA,AL,colemlo01,725000,KCA,AL,152.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
894,BOS,AL,colemmi01,250000,BOS,AL,22.0,67.0,8.0,13.0,1.0,0.0,1.0,9.0,1.0,1.0,1.0,26.0,0.0,0.0,1.0,1.0,0.0
895,KCA,AL,colemvi01,3312500,SLN,NL,1371.0,5406.0,849.0,1425.0,176.0,89.0,28.0,346.0,752.0,177.0,477.0,960.0,12.0,15.0,48.0,24.0,45.0
896,SEA,AL,colesda01,690000,SEA,AL,957.0,2891.0,333.0,709.0,142.0,14.0,75.0,368.0,20.0,23.0,237.0,445.0,12.0,35.0,25.0,35.0,58.0
897,KCA,AL,colest01,109000,KCA,AL,9.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
898,OAK,AL,collida02,700000,CIN,AL,1701.0,4907.0,667.0,1335.0,187.0,52.0,32.0,373.0,395.0,139.0,467.0,660.0,16.0,38.0,64.0,31.0,59.0
899,MON,NL,collilo01,250000,MIL,NL,315.0,713.0,89.0,172.0,33.0,7.0,8.0,78.0,12.0,6.0,75.0,160.0,7.0,9.0,6.0,10.0,14.0
900,KCA,AL,colliti01,1362500,KCA,AL,228.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,ARI,NL,collmjo01,1400000,ARI,NL,185.0,148.0,8.0,19.0,2.0,0.0,0.0,6.0,0.0,0.0,9.0,50.0,0.0,2.0,13.0,0.0,2.0
902,TBA,AL,colomal01,510800,TBA,AL,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
903,WAS,NL,colomje01,1250000,TBA,AL,341.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
904,LAA,AL,colonba01,16000000,CLE,AL,475.0,216.0,6.0,20.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,113.0,0.0,2.0,17.0,2.0,3.0
905,KCA,AL,colonch01,509525,KCA,AL,64.0,152.0,16.0,46.0,10.0,1.0,0.0,12.0,5.0,2.0,14.0,21.0,0.0,0.0,2.0,0.0,3.0
906,KCA,AL,colonro01,665000,KCA,AL,124.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
907,COL,NL,colvity01,2275000,CHN,NL,441.0,1215.0,164.0,290.0,63.0,21.0,49.0,178.0,14.0,4.0,78.0,352.0,6.0,6.0,4.0,6.0,19.0
908,DET,AL,colyest01,302000,ATL,NL,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
909,PHI,NL,combspa01,220000,PHI,NL,56.0,95.0,13.0,14.0,4.0,0.0,0.0,4.0,1.0,0.0,6.0,36.0,0.0,1.0,8.0,0.0,0.0
910,SEA,AL,comstke01,114000,SEA,AL,144.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
911,CIN,NL,conceda01,920000,CIN,NL,2488.0,8723.0,993.0,2326.0,389.0,48.0,101.0,950.0,321.0,109.0,736.0,1186.0,93.0,21.0,74.0,86.0,266.0
912,KCA,AL,conceon01,250000,KCA,AL,390.0,1041.0,108.0,249.0,34.0,7.0,3.0,80.0,25.0,14.0,47.0,93.0,0.0,11.0,26.0,6.0,22.0
913,MIN,AL,condrcl01,900000,PHI,NL,179.0,25.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
914,NYA,AL,coneda01,12000000,NYN,AL,451.0,412.0,28.0,64.0,9.0,0.0,0.0,22.0,0.0,1.0,16.0,91.0,0.0,3.0,38.0,1.0,8.0
915,HOU,AL,congeha01,1075000,LAA,AL,324.0,889.0,88.0,200.0,45.0,2.0,28.0,104.0,0.0,4.0,85.0,227.0,4.0,10.0,8.0,5.0,22.0
916,BAL,AL,coninje01,4250000,FLO,NL,2024.0,6957.0,870.0,1982.0,385.0,36.0,214.0,1071.0,54.0,29.0,671.0,1168.0,46.0,41.0,9.0,103.0,182.0
917,ATL,NL,conrabr01,427250,ATL,NL,293.0,460.0,57.0,92.0,24.0,3.0,19.0,73.0,7.0,1.0,43.0,166.0,3.0,3.0,6.0,3.0,4.0
918,SLN,NL,conroti01,115000,OAK,AL,136.0,44.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,3.0,19.0,0.0,0.0,10.0,0.0,1.0
919,ATL,NL,constjo01,480000,ATL,NL,112.0,220.0,32.0,60.0,3.0,1.0,2.0,17.0,12.0,9.0,14.0,41.0,2.0,0.0,6.0,0.0,2.0
920,MIL,NL,contija01,300000,ARI,NL,182.0,420.0,47.0,100.0,24.0,5.0,6.0,47.0,7.0,5.0,33.0,124.0,3.0,2.0,5.0,1.0,8.0
921,CHA,AL,contrjo01,10000000,CHA,AL,299.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.0,1.0,0.0,0.0
922,KCA,AL,conveji01,148000,SEA,AL,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,COL,NL,cookaa01,9875000,COL,NL,272.0,382.0,26.0,58.0,7.0,1.0,0.0,19.0,0.0,0.0,21.0,130.0,0.0,2.0,67.0,1.0,3.0
924,NYN,NL,cookde01,2400000,NYN,NL,669.0,110.0,15.0,29.0,2.0,1.0,2.0,9.0,0.0,0.0,3.0,13.0,0.0,0.0,9.0,0.0,3.0
925,PIT,NL,cookest01,300000,PIT,NL,104.0,171.0,8.0,24.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,47.0,0.0,1.0,20.0,1.0,5.0
926,OAK,AL,cookry01,1400000,OAK,AL,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,KCA,AL,cooksbr01,109000,KCA,AL,25.0,40.0,2.0,6.0,1.0,0.0,0.0,5.0,1.0,0.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0
928,TEX,AL,coolbsc01,100000,TEX,AL,167.0,432.0,44.0,93.0,15.0,1.0,8.0,41.0,1.0,3.0,39.0,108.0,2.0,2.0,9.0,4.0,15.0
929,MIN,AL,coomero01,1500000,MIN,AL,911.0,3019.0,333.0,827.0,151.0,8.0,92.0,449.0,13.0,7.0,177.0,429.0,14.0,9.0,1.0,32.0,132.0
930,ML4,AL,coopece01,1176190,ML4,AL,1896.0,7349.0,1012.0,2192.0,415.0,47.0,241.0,1125.0,89.0,49.0,448.0,911.0,79.0,17.0,46.0,79.0,150.0
931,SLN,NL,coopesc01,1525000,BOS,AL,592.0,1801.0,197.0,478.0,94.0,12.0,33.0,211.0,7.0,10.0,193.0,299.0,20.0,11.0,9.0,16.0,32.0
932,MIL,NL,coppiro01,201500,BAL,AL,82.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
933,MON,NL,coquitr01,201500,MON,NL,51.0,108.0,8.0,25.0,7.0,0.0,1.0,12.0,1.0,0.0,11.0,26.0,0.0,1.0,1.0,1.0,5.0
934,BOS,AL,coraal01,2000000,LAN,NL,1273.0,3408.0,360.0,828.0,140.0,39.0,35.0,286.0,47.0,21.0,248.0,423.0,33.0,90.0,61.0,18.0,68.0
935,SEA,AL,corajo01,1700000,CHA,AL,1119.0,3734.0,624.0,1035.0,171.0,41.0,30.0,294.0,117.0,60.0,380.0,335.0,6.0,44.0,84.0,37.0,58.0
936,CAL,AL,corbedo01,410000,CAL,AL,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,CAL,AL,corbesh01,100000,CAL,AL,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,BAL,AL,corbiar01,109000,BAL,AL,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
939,ARI,NL,corbipa01,524000,ARI,NL,71.0,126.0,12.0,15.0,4.0,1.0,0.0,10.0,0.0,0.0,6.0,51.0,0.0,1.0,12.0,0.0,1.0
940,SEA,AL,corcoro01,413000,MON,NL,82.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
941,PHI,NL,corcoti01,220000,DET,AL,509.0,1050.0,120.0,283.0,46.0,4.0,12.0,128.0,4.0,7.0,130.0,102.0,16.0,7.0,8.0,18.0,33.0
942,WAS,NL,cordech01,6200000,WAS,NL,314.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0
943,CIN,NL,cordefr01,12125000,TEX,AL,800.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
944,CLE,AL,cordewi01,4166667,MON,NL,1247.0,4311.0,587.0,1178.0,261.0,19.0,122.0,566.0,49.0,19.0,325.0,775.0,35.0,57.0,12.0,33.0,110.0
945,PIT,NL,cordofr01,3850000,PIT,NL,166.0,231.0,8.0,28.0,1.0,1.0,0.0,8.0,0.0,0.0,10.0,92.0,0.0,0.0,17.0,0.0,4.0
946,BAL,AL,cordoma01,3500000,MIN,AL,952.0,3419.0,480.0,938.0,192.0,18.0,122.0,540.0,57.0,36.0,329.0,730.0,16.0,50.0,2.0,33.0,110.0
947,BOS,AL,coreybr01,405000,BOS,AL,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,TBA,AL,cormila01,1200000,ARI,NL,290.0,47.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,17.0,0.0,0.0,4.0,0.0,1.0
949,PHI,NL,cormirh01,3000000,PHI,NL,683.0,192.0,15.0,36.0,4.0,1.0,0.0,12.0,0.0,0.0,5.0,45.0,0.0,1.0,30.0,0.0,1.0
950,DET,AL,cornena01,335000,DET,AL,56.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
951,NYN,NL,cornere01,109000,FLO,NL,46.0,62.0,1.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,5.0,0.0,1.0
952,COL,NL,corpama01,2750000,COL,NL,359.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0
953,TEX,AL,corpoca01,975000,HOU,AL,232.0,701.0,63.0,153.0,25.0,1.0,20.0,78.0,0.0,1.0,44.0,205.0,5.0,19.0,8.0,8.0,14.0
954,TEX,AL,correed01,130000,TEX,AL,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,LAN,NL,correke01,5500000,SFN,NL,363.0,300.0,12.0,36.0,6.0,0.0,0.0,13.0,0.0,2.0,11.0,125.0,0.0,0.0,45.0,0.0,1.0
956,BOS,AL,corsiji01,750000,OAK,AL,368.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
957,COL,NL,corteda01,350000,COL,NL,86.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,MIA,NL,cosarja01,540000,HOU,AL,55.0,38.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,1.0
959,KCA,AL,costash01,411000,KCA,AL,154.0,421.0,49.0,107.0,28.0,2.0,5.0,42.0,2.0,1.0,16.0,63.0,2.0,6.0,3.0,3.0,10.0
960,WAS,NL,costech01,650000,PHI,NL,299.0,806.0,83.0,219.0,47.0,0.0,23.0,108.0,0.0,1.0,52.0,157.0,4.0,18.0,6.0,3.0,19.0
961,SLN,NL,costejo01,105000,SLN,NL,119.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0
962,CIN,NL,costoti01,109000,CIN,NL,43.0,134.0,16.0,30.0,7.0,0.0,3.0,14.0,0.0,0.0,9.0,23.0,0.0,0.0,0.0,3.0,5.0
963,PIT,NL,cotahu01,537500,PIT,NL,196.0,519.0,48.0,121.0,25.0,2.0,12.0,61.0,0.0,0.0,32.0,142.0,4.0,4.0,2.0,5.0,12.0
964,SEA,AL,cottohe01,900000,SEA,AL,884.0,2178.0,296.0,569.0,87.0,9.0,44.0,210.0,130.0,26.0,107.0,352.0,10.0,16.0,21.0,11.0,49.0
965,MIL,NL,cottsne01,3000000,CHA,AL,483.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
966,MIL,NL,counscr01,3166667,ARI,NL,1624.0,4741.0,647.0,1208.0,218.0,40.0,42.0,390.0,103.0,49.0,589.0,663.0,35.0,54.0,57.0,35.0,78.0
967,FLO,NL,cousisc01,414000,FLO,NL,135.0,179.0,15.0,32.0,7.0,3.0,2.0,9.0,2.0,2.0,12.0,61.0,2.0,0.0,2.0,0.0,2.0
968,CIN,NL,coutljo01,380000,CIN,NL,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,SEA,AL,cowenal01,400000,KCA,AL,1584.0,5534.0,704.0,1494.0,276.0,68.0,108.0,717.0,120.0,74.0,389.0,659.0,28.0,34.0,28.0,53.0,141.0
