,team_id_salary,league_id_salary,player_id,salary,team_id,league_id,pos,g,gs,inn_outs,po,a,e,dp,pb,wp,sb,cs,zr
505,SLN,NL,braunst01,160000,MIN,AL,LF,1540.0,1183.0,30951.0,1988.0,747.0,103.0,101.0,0.0,0.0,0.0,0.0,0.0
506,CIN,NL,braybi01,1417500,CIN,NL,P,258.0,0.0,591.0,9.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
507,TBA,AL,brazede01,1124000,TBA,AL,P,63.0,0.0,813.0,12.0,32.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
508,LAN,NL,brazoyh01,395000,LAN,NL,P,122.0,0.0,366.0,6.0,15.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
509,ATL,NL,breamsi01,2400000,PIT,NL,1B,958.0,802.0,21967.0,7437.0,786.0,69.0,620.0,0.0,0.0,0.0,0.0,0.0
510,ARI,NL,bredebr01,190000,MIN,AL,OF,251.0,180.0,4855.0,493.0,20.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0
511,TOR,AL,brenlbo01,680000,SFN,NL,C,885.0,699.0,19056.0,4109.0,513.0,87.0,93.0,75.0,229.0,514.0,280.0,5.0
512,LAN,NL,brennwi01,62500,CHN,NL,P,12.0,3.0,73.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,BOS,AL,breslcr01,3825000,BOS,AL,P,524.0,0.0,1365.0,20.0,54.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
514,KCA,AL,brettge01,3105000,KCA,AL,3B,2742.0,2194.0,57394.0,5562.0,3987.0,292.0,675.0,0.0,0.0,0.0,0.0,0.0
515,PHI,NL,brewebi01,320000,KCA,AL,P,203.0,0.0,536.0,6.0,20.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
516,SLN,NL,brewero01,125000,SLN,NL,1B,165.0,82.0,2531.0,498.0,36.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0
517,SFN,NL,brewija01,109000,CLE,AL,P,39.0,13.0,361.0,7.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
518,COL,NL,brignre01,499000,TBA,AL,SS,327.0,0.0,6252.0,325.0,625.0,24.0,117.0,0.0,0.0,0.0,0.0,0.0
519,SEA,AL,brilegr01,570000,SEA,AL,LF,981.0,680.0,18683.0,1395.0,79.0,39.0,15.0,0.0,0.0,0.0,0.0,0.0
520,OAK,AL,briscjo01,150000,OAK,AL,P,100.0,2.0,419.0,6.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
521,COL,NL,britojo01,130000,COL,NL,C,26.0,18.0,518.0,145.0,13.0,1.0,1.0,5.0,6.0,11.0,6.0,0.0
522,TOR,AL,britoti01,160000,TOR,AL,2B,93.0,68.0,1907.0,111.0,183.0,9.0,48.0,0.0,0.0,0.0,0.0,0.0
523,BOS,AL,brittdr01,503000,BOS,AL,P,25.0,0.0,84.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
524,BAL,AL,brittza01,3200000,BAL,AL,P,183.0,0.0,990.0,21.0,71.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
525,HOU,NL,brocado01,2500000,SDN,NL,P,626.0,42.0,2641.0,107.0,122.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0
526,BAL,AL,brockch01,1000000,PHI,NL,P,148.0,25.0,1005.0,27.0,36.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
527,ML4,AL,brockgr01,937500,ML4,AL,1B,950.0,858.0,22987.0,7578.0,684.0,51.0,680.0,0.0,0.0,0.0,0.0,0.0
528,CHN,NL,brockta01,200000,CHN,NL,CF,21.0,0.0,102.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
529,WAS,NL,brodebr01,414000,WAS,NL,P,11.0,0.0,36.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,PHI,NL,brognri01,4200000,PHI,NL,1B,819.0,644.0,19856.0,6282.0,609.0,33.0,567.0,0.0,0.0,0.0,0.0,0.0
531,ARI,NL,brohatr01,200000,ARI,NL,P,82.0,0.0,201.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
532,ML4,AL,bronkje01,116000,ML4,AL,P,45.0,0.0,207.0,7.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
533,CAL,AL,brookhu01,2316667,NYN,NL,OF,2170.0,2020.0,51729.0,2909.0,2064.0,231.0,294.0,0.0,0.0,0.0,0.0,0.0
534,NYA,AL,brookto01,475000,DET,AL,3B,1387.0,1061.0,29121.0,1127.0,2406.0,184.0,298.0,0.0,0.0,2.0,0.0,0.0
535,NYA,AL,brosisc01,5250000,OAK,AL,3B,1395.0,921.0,31559.0,1464.0,1829.0,123.0,223.0,0.0,0.0,0.0,0.0,0.0
536,COL,NL,brothre01,1400000,COL,NL,P,286.0,0.0,696.0,5.0,22.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
537,TEX,AL,brousbe01,3850000,CLE,AL,1B,665.0,0.0,13755.0,4274.0,304.0,40.0,448.0,0.0,0.0,0.0,0.0,0.0
538,TEX,AL,browebo01,98000,TEX,AL,CF,453.0,288.0,8236.0,718.0,12.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0
539,SFN,NL,broweji01,1162500,SFN,NL,P,354.0,2.0,1718.0,45.0,99.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
540,PIT,NL,brownad01,450000,PIT,NL,OF,766.0,238.0,10638.0,870.0,29.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0
541,OAK,AL,brownan01,395000,OAK,AL,P,73.0,0.0,261.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,NYN,NL,brownan02,538045,NYN,NL,OF,185.0,0.0,1782.0,146.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
543,SDN,NL,brownbo04,150000,NYA,AL,LF,807.0,586.0,17016.0,1578.0,38.0,54.0,7.0,0.0,0.0,0.0,0.0,0.0
544,FLO,NL,brownbr01,315000,CHN,NL,1B,583.0,383.0,10580.0,1117.0,48.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0
545,COL,NL,brownbr02,509500,COL,NL,P,64.0,0.0,78.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
546,SDN,NL,brownch02,265000,SFN,NL,3B,426.0,419.0,10707.0,319.0,752.0,65.0,71.0,0.0,0.0,0.0,0.0,0.0
547,KCA,AL,brownde02,309500,KCA,AL,OF,397.0,6.0,4581.0,367.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0
548,PHI,NL,browndo01,2600000,PHI,NL,OF,873.0,0.0,9579.0,853.0,29.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0
549,KCA,AL,brownem01,3450000,PIT,NL,OF,1304.0,60.0,15412.0,1239.0,52.0,32.0,11.0,0.0,0.0,0.0,0.0,0.0
550,MIN,AL,brownja03,112000,MIN,AL,CF,274.0,96.0,3660.0,351.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
551,CLE,AL,brownje01,800000,OAK,AL,2B,1144.0,927.0,25054.0,1948.0,1722.0,101.0,304.0,0.0,0.0,0.0,0.0,0.0
552,LAN,NL,brownke01,15714286,TEX,AL,P,486.0,347.0,9770.0,388.0,562.0,49.0,37.0,0.0,0.0,0.0,0.0,0.0
553,CIN,NL,brownke02,100000,CIN,NL,P,25.0,5.0,143.0,3.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
554,NYN,NL,brownke03,100000,ML4,AL,P,24.0,13.0,269.0,8.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
555,TOR,AL,brownke04,170000,TEX,AL,C,84.0,36.0,1492.0,380.0,29.0,4.0,2.0,6.0,8.0,43.0,18.0,0.0
556,BAL,AL,brownma03,100000,BAL,AL,3B,28.0,10.0,379.0,4.0,31.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
557,BOS,AL,brownmi01,80000,BOS,AL,P,61.0,42.0,761.0,29.0,31.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
558,CHN,NL,brownro01,255000,CHN,NL,CF,271.0,28.0,2628.0,176.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
559,CIN,NL,brownto05,3750000,CIN,NL,P,302.0,300.0,5763.0,78.0,245.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0
560,ARI,NL,browsc01,225000,TOR,AL,P,59.0,4.0,321.0,12.0,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
561,MIL,NL,broxtjo01,9000000,LAN,NL,P,608.0,0.0,1617.0,34.0,66.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
562,CIN,NL,bruceja01,12000000,CIN,NL,OF,2220.0,0.0,24720.0,2475.0,84.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0
563,MIN,AL,bruetjt01,121000,MIN,AL,CF,122.0,36.0,1332.0,116.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
564,TOR,AL,brumfja01,1050000,TOR,NL,CF,984.0,692.0,20035.0,1857.0,82.0,45.0,11.0,0.0,0.0,0.0,0.0,0.0
565,BAL,AL,brumlmi02,120000,HOU,AL,SS,285.0,173.0,5008.0,259.0,504.0,32.0,96.0,0.0,0.0,0.0,0.0,0.0
566,SFN,NL,brummgr01,109000,MIN,AL,P,13.0,13.0,218.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,BOS,AL,brunato01,2850000,MIN,AL,OF,3515.0,3272.0,86519.0,7238.0,240.0,121.0,84.0,0.0,0.0,0.0,0.0,0.0
568,WAS,NL,brunebr01,1500000,NYA,AL,P,273.0,0.0,780.0,8.0,26.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
569,PHI,NL,brunter01,800000,HOU,NL,LF,520.0,0.0,5703.0,378.0,457.0,32.0,90.0,0.0,0.0,0.0,0.0,0.0
570,LAN,NL,bruskji01,200000,LAN,NL,P,105.0,1.0,433.0,8.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
571,CHN,NL,brusswa01,575000,PHI,NL,P,340.0,0.0,1454.0,36.0,79.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0
572,LAN,NL,bryanra01,72500,LAN,NL,OF,97.0,68.0,1692.0,120.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
573,SDN,NL,buchabr01,650000,SDN,NL,OF,385.0,0.0,3831.0,457.0,21.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0
574,PHI,NL,buchada01,512500,PHI,NL,P,35.0,0.0,354.0,13.0,19.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
575,BOS,AL,buchhcl01,12000000,BOS,AL,P,169.0,0.0,2745.0,123.0,104.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0
576,COL,NL,buchhta01,1055000,COL,NL,P,158.0,0.0,933.0,28.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
577,MIA,NL,buckjo01,6500000,KCA,AL,C,1043.0,0.0,26445.0,6736.0,365.0,58.0,50.0,49.0,0.0,495.0,166.0,0.0
578,BOS,AL,bucknbi01,785000,LAN,NL,1B,2983.0,2719.0,72056.0,16345.0,1406.0,164.0,1205.0,0.0,0.0,0.0,0.0,0.0
579,ARI,NL,bucknbi02,403000,ARI,NL,P,44.0,0.0,483.0,9.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
580,CLE,AL,bucktr01,625000,OAK,AL,LF,464.0,0.0,5421.0,426.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
581,LAA,AL,buddery01,402200,LAA,AL,C,25.0,0.0,297.0,91.0,6.0,1.0,1.0,2.0,0.0,6.0,2.0,0.0
582,MIL,NL,buddimi01,218000,MIL,NL,P,87.0,2.0,395.0,14.0,26.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
583,CHN,NL,buechst01,2900000,TEX,AL,3B,1386.0,1236.0,32587.0,1088.0,2459.0,105.0,230.0,0.0,0.0,0.0,0.0,0.0
584,TOR,AL,buehrma01,20000000,CHA,AL,P,518.0,0.0,9249.0,182.0,608.0,22.0,53.0,0.0,0.0,0.0,0.0,0.0
585,KCA,AL,buenofr01,504500,KCA,AL,P,56.0,0.0,177.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
586,BOS,AL,buforda01,1100000,BAL,AL,OF,1300.0,664.0,22824.0,2121.0,52.0,23.0,18.0,0.0,0.0,0.0,0.0,0.0
587,SEA,AL,buhneja01,5641667,SEA,AL,OF,2840.0,2481.0,67785.0,4879.0,196.0,66.0,56.0,0.0,0.0,0.0,0.0,0.0
588,CAL,AL,buicede01,150000,CAL,AL,P,96.0,0.0,517.0,7.0,24.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
589,TEX,AL,bukviry01,319500,KCA,AL,P,97.0,0.0,261.0,4.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
590,LAA,AL,bulgeja01,423000,LAA,AL,P,125.0,0.0,399.0,13.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
591,CHN,NL,bullesc01,160000,CHN,NL,CF,293.0,118.0,4008.0,330.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
592,PIT,NL,bullibr01,327000,PIT,AL,P,26.0,0.0,246.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
593,MON,NL,bulliji01,525000,CHN,NL,P,186.0,89.0,1926.0,72.0,99.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
594,MON,NL,bulliki01,170000,HOU,NL,P,49.0,0.0,153.0,6.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
595,SDN,NL,bumbral01,160000,BAL,AL,OF,2687.0,2280.0,59948.0,5958.0,135.0,87.0,20.0,0.0,0.0,0.0,0.0,0.0
596,SFN,NL,bumgama01,6750000,SFN,NL,P,183.0,0.0,2856.0,37.0,149.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0
597,FLO,NL,bumpna01,360000,FLO,NL,P,113.0,0.0,444.0,7.0,24.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
598,CLE,AL,burbada01,5000000,CLE,NL,P,511.0,152.0,5331.0,137.0,206.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0
599,NYN,NL,burgoam01,415000,KCA,AL,P,144.0,0.0,480.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
600,SFN,NL,burgoen01,110000,KCA,AL,P,10.0,0.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,ARI,NL,burkech01,955000,HOU,NL,2B,675.0,0.0,8439.0,621.0,384.0,20.0,78.0,0.0,0.0,0.0,0.0,0.0
602,NYN,NL,burkegr01,550000,NYN,NL,P,80.0,0.0,234.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,SEA,AL,burkeja02,435000,CHA,AL,C,182.0,0.0,3165.0,788.0,44.0,8.0,6.0,8.0,0.0,55.0,26.0,0.0
604,BOS,AL,burkejo03,5500000,SFN,NL,P,445.0,308.0,7944.0,177.0,314.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0
605,COL,NL,burkejo04,190000,COL,NL,P,28.0,9.0,224.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
606,CIN,NL,burketi01,2266667,MON,NL,P,498.0,2.0,2098.0,36.0,143.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
607,CLE,AL,burksel01,7166667,BOS,AL,OF,3340.0,2848.0,77352.0,6611.0,158.0,116.0,26.0,0.0,0.0,0.0,0.0,0.0
608,CAL,AL,burleri01,856667,BOS,AL,SS,1335.0,1252.0,33356.0,2349.0,4109.0,189.0,893.0,0.0,0.0,0.0,0.0,0.0
609,NYA,AL,burneaj01,16500000,FLO,NL,P,435.0,7.0,7702.0,169.0,318.0,39.0,16.0,0.0,0.0,0.0,0.0,0.0
610,MIN,AL,burneal01,490000,MIN,AL,P,177.0,0.0,519.0,9.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
611,LAA,AL,burnese01,3625000,WAS,NL,P,370.0,0.0,1122.0,39.0,81.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
612,NYN,NL,burnije01,12166667,NYN,NL,OF,3236.0,1136.0,54801.0,4060.0,132.0,99.0,28.0,0.0,0.0,0.0,0.0,0.0
613,NYA,AL,burnsbr01,750000,CHA,AL,P,193.0,161.0,3283.0,17.0,117.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
614,TEX,AL,burnsco01,492000,SDN,AL,P,27.0,0.0,87.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
615,CIN,NL,burnsmi01,332500,BOS,NL,P,60.0,0.0,312.0,11.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
616,TEX,AL,burnsto02,575000,OAK,AL,P,203.0,33.0,1469.0,29.0,42.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0
617,BAL,AL,burrebr01,395000,BAL,AL,P,106.0,0.0,1074.0,13.0,44.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
618,PHI,NL,burrepa01,14250000,PHI,NL,LF,2714.0,0.0,33879.0,2478.0,114.0,59.0,48.0,0.0,0.0,0.0,0.0,0.0
619,SFN,NL,burriem01,625000,SFN,NL,2B,264.0,0.0,5187.0,365.0,475.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0
620,ML4,AL,burrira01,581250,CHN,NL,P,483.0,302.0,6566.0,157.0,300.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0
621,TOR,AL,burroje01,350000,TEX,AL,OF,2846.0,2505.0,64957.0,4329.0,173.0,118.0,42.0,0.0,0.0,0.0,0.0,0.0
622,SDN,NL,burrose01,1675000,SDN,NL,3B,434.0,0.0,10485.0,345.0,737.0,44.0,91.0,0.0,0.0,0.0,0.0,0.0
623,TEX,AL,burrote01,109000,TEX,AL,P,50.0,3.0,206.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,MIN,AL,burtoja01,3250000,CIN,NL,P,367.0,0.0,1083.0,24.0,46.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
625,SLN,NL,busbymi01,220000,SLN,NL,P,45.0,6.0,246.0,4.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
626,MIN,AL,buschbr01,412500,MIN,AL,3B,136.0,0.0,3009.0,155.0,181.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0
627,LAN,NL,buschmi01,109000,LAN,NL,1B,36.0,20.0,593.0,28.0,31.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
628,MIL,NL,bushda01,4215000,MIL,NL,P,211.0,0.0,3429.0,94.0,118.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0
629,TOR,AL,bushho01,3375000,NYA,AL,2B,372.0,138.0,8695.0,666.0,1031.0,32.0,245.0,0.0,0.0,0.0,0.0,0.0
630,MIN,AL,bushra01,550000,MIN,AL,DH,1514.0,901.0,22754.0,2084.0,56.0,34.0,39.0,0.0,0.0,0.0,0.0,0.0
631,MIN,AL,butchjo01,385000,TEX,AL,P,164.0,113.0,2501.0,80.0,109.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0
632,CAL,AL,butchmi01,175000,CAL,AL,P,115.0,0.0,411.0,7.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
633,LAA,AL,buterdr01,987500,LAN,AL,C,305.0,0.0,5526.0,1650.0,129.0,16.0,12.0,25.0,0.0,130.0,65.0,0.0
634,CIN,NL,butersa01,102500,MIN,AL,C,354.0,255.0,6882.0,1384.0,149.0,35.0,16.0,22.0,91.0,215.0,101.0,2.0
635,ATL,NL,butlead01,170000,ATL,NL,P,8.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
636,KCA,AL,butlebi03,8500000,KCA,AL,1B,413.0,0.0,10080.0,3069.0,259.0,26.0,319.0,0.0,0.0,0.0,0.0,0.0
637,LAN,NL,butlebr01,3500000,LAN,NL,CF,4342.0,4160.0,109582.0,10584.0,242.0,82.0,64.0,0.0,0.0,0.0,0.0,0.0
638,COL,NL,butlebr02,303000,COL,NL,2B,192.0,0.0,3519.0,230.0,348.0,17.0,81.0,0.0,0.0,0.0,0.0,0.0
639,COL,NL,butleed01,509500,COL,NL,P,19.0,0.0,48.0,10.0,19.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
640,MIL,NL,butlejo03,400000,MIL,NL,P,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,SLN,NL,butleke01,500000,SLN,NL,P,18.0,0.0,66.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,TBA,AL,butleri01,215000,TBA,AL,LF,141.0,128.0,3422.0,252.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
643,TOR,AL,butlero01,275000,TOR,AL,LF,154.0,88.0,2720.0,217.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
644,BAL,AL,bynumfr01,390000,BAL,AL,2B,180.0,0.0,2277.0,173.0,138.0,13.0,37.0,0.0,0.0,0.0,0.0,0.0
645,SDN,NL,bynummi01,300500,SDN,NL,P,29.0,0.0,192.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
646,HOU,NL,byrdati01,1600000,HOU,AL,P,479.0,0.0,1021.0,18.0,42.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
647,PHI,NL,byrdma01,8000000,TEX,NL,OF,2999.0,0.0,33591.0,3511.0,78.0,49.0,23.0,0.0,0.0,0.0,0.0,0.0
648,CLE,AL,byrdpa01,7500000,PHI,NL,P,345.0,44.0,5086.0,112.0,180.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0
649,ARI,NL,byrneer01,11666666,OAK,AL,LF,1857.0,0.0,21081.0,1666.0,45.0,23.0,8.0,0.0,0.0,0.0,0.0,0.0
650,NYA,AL,bystrma01,250000,PHI,NL,P,84.0,79.0,1305.0,32.0,58.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
651,LAN,NL,cabelen01,450000,HOU,NL,1B,1786.0,1503.0,40164.0,5620.0,1926.0,178.0,530.0,0.0,0.0,0.0,0.0,0.0
652,NYA,AL,cabrace01,490000,NYA,AL,P,14.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,CLE,AL,cabreas01,10000000,CLE,AL,SS,1078.0,0.0,24237.0,1625.0,2901.0,98.0,695.0,0.0,0.0,0.0,0.0,0.0
654,BAL,AL,cabreda01,2875000,BAL,AL,P,162.0,0.0,2676.0,38.0,56.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
655,SDN,NL,cabreev01,2450000,SDN,NL,SS,503.0,0.0,12057.0,655.0,1408.0,68.0,248.0,0.0,0.0,0.0,0.0,0.0
656,BAL,AL,cabrefe01,575000,CLE,AL,P,132.0,0.0,525.0,9.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
657,ATL,NL,cabrefr01,181500,ATL,NL,C,103.0,70.0,1639.0,498.0,43.0,7.0,23.0,3.0,6.0,11.0,4.0,0.0
658,MIL,NL,cabrejo01,705000,HOU,NL,P,198.0,0.0,810.0,15.0,27.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
659,SEA,AL,cabrejo02,1000000,CLE,AL,2B,952.0,12.0,10019.0,835.0,413.0,21.0,106.0,0.0,0.0,0.0,0.0,0.0
660,CHA,AL,cabreme01,13000000,NYA,AL,OF,2736.0,0.0,29316.0,2791.0,103.0,34.0,22.0,0.0,0.0,0.0,0.0,0.0
661,DET,AL,cabremi01,22000000,DET,AL,3B,2222.0,0.0,45177.0,7735.0,1682.0,142.0,830.0,0.0,0.0,0.0,0.0,0.0
662,CHA,AL,cabreor01,10000000,MON,NL,SS,1966.0,175.0,50329.0,3023.0,5445.0,198.0,1186.0,0.0,0.0,0.0,0.0,0.0
663,KCA,AL,cacered01,109000,KCA,AL,1B,56.0,28.0,826.0,72.0,92.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0
664,NYA,AL,cadargr01,1190000,NYA,AL,P,451.0,35.0,2173.0,43.0,115.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0
665,ATL,NL,cahiltr01,12000000,ARI,NL,P,212.0,0.0,3126.0,54.0,204.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0
666,KCA,AL,cainlo01,2725000,KCA,AL,CF,1029.0,0.0,8784.0,1615.0,35.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0
667,SFN,NL,cainma01,21000000,SFN,NL,P,294.0,0.0,5433.0,114.0,200.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0
668,NYA,AL,cairomi01,1000000,SLN,NL,2B,1353.0,266.0,26165.0,2551.0,2390.0,90.0,643.0,0.0,0.0,0.0,0.0,0.0
669,MON,NL,caldeiv01,3000000,CHA,AL,LF,1664.0,1494.0,38881.0,3285.0,96.0,82.0,50.0,0.0,0.0,0.0,0.0,0.0
670,OAK,AL,calerki01,1600000,OAK,AL,P,313.0,0.0,909.0,12.0,36.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
671,PHI,NL,calhoje01,125000,HOU,NL,P,118.0,0.0,452.0,12.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
672,LAA,AL,calhoko01,537500,LAA,AL,OF,711.0,0.0,4656.0,972.0,37.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0
673,OAK,AL,callaal01,4875000,KCA,AL,3B,984.0,0.0,21963.0,1019.0,1854.0,91.0,311.0,0.0,0.0,0.0,0.0,0.0
674,TEX,AL,callami01,320000,ANA,AL,P,40.0,4.0,388.0,14.0,15.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
675,MON,NL,calloro01,312500,MON,NL,LF,237.0,0.0,2589.0,193.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
676,SFN,NL,camacer01,150000,CLE,AL,P,193.0,3.0,788.0,10.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
677,SDN,NL,camerke01,380000,SDN,NL,P,69.0,0.0,258.0,9.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
678,MIL,NL,camermi01,10000000,CHA,AL,CF,3884.0,734.0,58605.0,6011.0,94.0,88.0,26.0,0.0,0.0,0.0,0.0,0.0
679,PIT,NL,caminar01,515500,MIA,NL,P,92.0,0.0,60.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,SDN,NL,caminke01,4600000,HOU,NL,3B,1709.0,1509.0,43504.0,1491.0,3141.0,255.0,299.0,0.0,0.0,0.0,0.0,0.0
681,NYN,NL,cammaer01,205000,NYN,NL,P,8.0,0.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,ARI,NL,campato01,509500,CHN,NL,CF,351.0,0.0,2769.0,288.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
683,SLN,NL,campbbi02,457500,BOS,AL,P,700.0,9.0,3688.0,119.0,172.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0
684,NYN,NL,campber01,511065,NYN,NL,1B,147.0,0.0,1119.0,248.0,110.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0
685,OAK,AL,campbke01,115500,OAK,AL,P,77.0,5.0,415.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
