,team_id_salary,league_id_salary,salary,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,w,l,gs,sv,ipouts,er,baopp,era,wp,bk,bfp,gf,inn_outs,po,a,e,dp,Days Played
2811,CHN,NL,1470000,593.0,493.0,51.0,111.0,26.0,0.0,14.0,49.0,7.0,4.0,37.0,112.0,6.0,3.0,6.0,5.0,9.0,0.0,1.0,0.0,0.0,7.0,2.0,0.9,9.0,0.0,0.0,14.0,2.0,3030.0,246.0,22.0,5.0,9.0,1585.0
2812,SLN,NL,12000000,2609.0,3419.5,353.0,925.0,152.5,9.0,67.0,357.5,62.5,35.0,266.0,795.0,54.0,45.0,48.5,34.0,70.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,23936.0,2443.75,534.25,44.0,87.0,4437.0
2813,BAL,AL,2595000,972.0,24.0,215.0,438.0,3.0,0.0,50.0,3.0,0.0,0.0,180.0,309.0,22.0,7.0,0.0,0.0,1.0,22.0,21.0,10.0,2.5,1265.0,199.0,1.76,39.57,14.0,1.0,1822.0,52.5,1265.0,46.0,50.0,2.0,4.0,2973.0
2814,OAK,AL,5700000,1086.0,11.0,210.0,406.0,0.0,0.0,49.0,0.0,0.0,0.0,165.0,364.0,27.0,12.0,4.0,5.0,1.0,32.0,26.0,0.0,2.5,1306.0,185.0,1.963,37.1,10.0,0.0,1868.0,52.5,1307.0,23.0,54.0,6.0,4.0,2553.0
2815,TEX,AL,1222200,135.0,0.0,52.0,106.0,0.0,0.0,14.0,0.0,0.0,0.0,35.0,44.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,6.0,1.0,262.0,47.0,0.962,16.05,1.0,0.0,384.0,23.0,261.0,5.0,13.0,0.0,2.0,803.0
2816,LAA,AL,5100000,1312.0,1912.0,194.0,375.0,79.0,3.0,43.0,219.0,62.5,35.0,148.0,593.0,14.0,13.0,48.0,21.0,23.0,0.0,0.0,0.0,0.0,6.0,2.0,0.4,9.0,0.0,0.0,11.0,2.0,14793.0,2443.75,372.0,42.0,31.0,3705.0
2817,PHI,NL,1170000,45.0,7.0,39.0,63.0,0.0,0.0,8.0,0.0,0.0,0.0,21.0,38.0,1.0,3.0,9.0,1.0,0.0,1.0,4.0,8.0,0.0,132.0,33.0,1.277,18.27,3.0,1.0,217.0,2.0,132.0,0.0,8.0,1.0,0.0,1844.0
2818,BAL,AL,4875000,1484.0,1605.0,212.0,410.0,84.0,9.0,30.0,140.0,62.5,24.0,108.0,297.0,2.0,28.0,22.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11502.0,1143.0,21.0,13.0,6.0,2242.0
2819,BOS,AL,30999999,474.0,37.0,406.0,728.0,0.0,0.0,85.0,3.0,0.0,0.0,388.0,736.0,9.0,45.0,25.0,20.0,7.0,40.0,43.0,132.0,1.0,2371.0,370.0,1.989,39.64,31.0,0.0,3431.25,6.0,2373.0,47.0,75.0,3.0,10.0,2730.0
2820,NYA,AL,39000000,2634.0,3419.5,656.0,1253.0,152.5,12.0,175.0,357.5,13.0,9.0,547.0,689.0,35.0,21.0,0.0,43.5,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17841.0,1326.0,41.0,24.0,11.0,3401.0
2821,NYN,NL,24099999,1216.0,2302.0,330.0,615.0,124.0,17.5,32.0,211.0,62.5,18.0,179.0,403.0,9.0,11.0,47.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14841.0,1120.0,534.25,59.0,87.0,2233.0
2822,MON,NL,600000,24.0,15.0,37.0,58.0,1.0,0.0,9.0,1.0,0.0,0.0,21.0,28.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,8.0,0.0,135.0,30.0,0.285,6.0,6.0,0.0,207.0,0.0,135.0,2.0,5.0,1.0,0.0,38.0
2823,CHN,NL,2550000,3409.75,3419.5,945.0,1884.75,152.5,17.5,191.5,357.5,62.5,35.0,667.5,1125.0,46.0,21.0,19.0,43.5,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,270.0,64.5,35.0,5504.0
2824,NYN,NL,34200000,3409.75,3419.5,612.0,1056.0,152.5,17.5,108.0,357.5,62.5,35.0,454.0,849.0,26.0,18.0,13.0,29.0,70.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,56.0,47.0,11.0,4016.0
2825,NYN,NL,1500000,691.0,25.0,131.0,240.0,0.0,0.0,30.0,1.0,0.0,0.0,121.0,184.0,16.0,13.0,14.0,13.0,0.0,14.0,10.0,10.0,1.0,731.0,123.0,2.015,44.75,19.0,2.5,1073.0,47.0,732.0,7.0,31.0,3.0,2.0,1789.0
2826,WAS,NL,1560000,609.0,1.0,91.0,209.0,0.0,0.0,13.0,0.0,0.0,0.0,71.0,117.0,10.0,8.0,10.0,11.0,3.0,9.0,11.0,0.0,0.0,595.0,82.0,1.353,17.16,14.0,2.5,855.0,52.5,426.0,13.0,21.0,4.0,1.0,1573.0
2827,NYA,AL,13260000,3409.75,3419.5,945.0,1884.75,152.5,17.5,191.5,357.5,14.0,9.0,588.0,444.0,57.0,21.0,13.0,43.5,70.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,534.25,64.5,87.0,4771.0
2828,BAL,AL,9600000,816.0,8.0,295.0,551.0,0.0,0.0,73.0,0.0,0.0,0.0,195.0,461.0,17.0,15.0,14.0,18.0,0.0,27.0,41.0,68.0,0.0,1559.0,275.0,1.894,34.44,6.0,0.0,2282.0,38.0,1416.0,12.0,54.0,1.0,2.0,2249.0
2829,LAN,NL,795000,708.0,820.0,113.0,192.0,40.0,5.0,30.0,119.0,8.0,10.0,88.0,168.0,9.0,7.0,3.0,14.0,19.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5169.0,1175.0,105.0,17.0,71.0,2065.0
2830,COL,NL,1528500,77.0,46.0,68.0,151.0,2.0,0.0,11.0,0.0,0.0,0.0,65.0,120.0,1.0,6.0,9.0,4.0,14.0,8.0,12.0,24.0,0.0,419.0,63.0,0.5359999999999999,8.14,5.0,0.0,605.0,1.0,354.0,11.0,19.0,2.0,2.0,329.0
2831,MIN,AL,69000000,2671.0,3419.5,817.0,1697.0,152.5,17.5,119.0,357.5,62.5,35.0,667.5,772.0,57.0,19.0,5.0,43.5,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,522.0,42.0,87.0,4198.0
2832,SEA,AL,1513800,339.0,1.0,124.0,227.0,0.0,0.0,25.0,0.0,0.0,0.0,61.0,164.0,3.0,7.0,5.0,7.0,6.0,13.0,16.0,21.0,0.0,632.0,116.0,0.787,13.95,13.0,0.0,909.0,17.0,480.0,8.0,18.0,1.0,0.0,857.0
2833,SDN,NL,607500,66.0,1.0,24.0,32.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,19.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,67.0,22.0,1.64,81.98,2.0,0.0,113.0,4.0,66.0,3.0,2.0,0.0,0.0,1498.0
2834,TEX,AL,327000,31.0,25.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,16.0,4.0,0.0,2.0,392.0
2835,SDN,NL,435000,237.0,14.0,66.0,124.0,0.0,0.0,12.0,0.0,0.0,0.0,57.0,102.0,8.0,2.0,1.0,0.0,0.0,2.0,6.0,0.0,2.0,358.0,58.0,1.27,29.15,7.0,1.0,529.0,30.0,358.0,8.0,17.0,1.0,4.0,1398.0
2836,DET,AL,327000,129.0,0.0,53.0,69.0,0.0,0.0,8.0,0.0,0.0,0.0,33.0,21.0,7.0,2.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,167.0,45.0,0.7,20.38,6.0,2.0,266.0,14.0,167.0,7.0,15.0,2.0,1.0,335.0
2837,MIN,AL,645000,201.0,182.0,20.0,41.0,10.0,0.0,3.0,23.0,4.0,1.0,18.0,57.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.0,57.0,147.0,9.0,22.0,1132.0
2838,KCA,AL,3975000,1174.0,1057.0,145.0,233.0,48.0,9.0,41.0,133.0,28.0,10.0,115.0,371.0,3.0,13.0,1.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5670.0,650.0,21.0,11.0,7.0,2917.0
2839,PHI,NL,4762500,1480.0,1386.0,172.0,326.0,83.0,3.0,56.0,180.0,15.0,7.0,119.0,351.0,5.0,9.0,0.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8736.0,1103.0,42.0,9.0,38.0,2253.0
2840,ATL,NL,21000000,2046.0,2378.0,338.0,596.0,100.0,17.5,42.0,209.0,62.5,30.0,203.0,574.0,9.0,16.0,15.0,11.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13056.0,1752.0,20.0,20.0,9.0,2970.0
2841,SDN,NL,9675000,483.0,26.0,412.0,748.0,0.0,0.0,123.0,0.0,0.0,0.0,213.0,427.0,11.0,6.0,12.0,22.0,0.0,26.0,43.0,101.0,0.0,1982.0,370.0,2.812,73.00999999999999,11.0,0.0,2896.0,23.0,1980.0,35.0,60.0,5.0,3.0,3596.0
2842,HOU,NL,2250000,2042.0,2200.0,244.0,596.0,103.0,10.0,52.0,310.0,30.0,12.0,156.0,254.0,26.0,8.0,3.0,19.0,57.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,1941.0,62.0,52.0,10.0,3314.0
2843,KCA,AL,8250000,2440.0,3419.5,359.0,952.0,152.5,8.0,38.0,357.5,62.5,35.0,371.0,580.0,55.0,21.0,41.0,38.0,70.0,1.0,0.0,542.5,0.0,3.0,0.0,0.25,0.0,40.0,0.0,5.0,1.0,23936.0,2443.75,466.0,45.0,60.0,5128.0
2844,MIN,AL,21750000,618.0,24.0,602.0,1136.0,2.0,0.0,138.0,3.0,0.0,0.0,332.0,521.0,10.0,18.0,27.0,23.0,0.0,40.0,45.0,176.0,0.0,2387.5,370.0,2.157,48.02,40.0,0.0,3431.25,14.0,2991.0,80.0,130.0,8.0,15.0,2663.0
2845,PIT,NL,2850000,414.0,17.0,219.0,435.0,0.0,0.0,43.0,1.0,0.0,0.0,155.0,243.0,10.0,16.0,18.0,15.0,0.0,23.0,23.0,45.0,1.0,1146.0,198.0,2.032,33.620000000000005,18.0,1.0,1694.0,33.0,1107.0,20.0,33.0,3.0,4.0,2213.0
2846,PIT,NL,1800000,3409.75,3419.5,571.0,1068.0,152.5,17.5,93.0,357.5,62.5,35.0,642.0,627.0,41.0,20.0,12.0,33.0,63.0,0.0,0.0,542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23936.0,2443.75,181.0,64.5,87.0,4770.0
2847,CLE,AL,1561200,399.0,6.0,241.0,460.0,0.0,0.0,47.0,0.0,0.0,0.0,145.0,385.0,8.0,10.0,4.0,14.0,7.0,23.0,29.0,66.0,1.0,1297.0,200.0,1.4009999999999998,22.33,13.0,2.5,1882.0,11.0,1089.0,19.0,18.0,8.0,0.0,1550.0
2848,ML4,AL,465000,45.0,0.0,40.0,61.0,0.0,0.0,3.0,0.0,0.0,0.0,35.0,27.0,2.0,3.0,0.0,0.0,0.0,3.0,4.0,16.0,0.0,167.0,37.0,0.56,13.09,2.0,0.0,257.0,2.0,167.0,6.0,4.0,2.0,0.0,737.0
2849,SDN,NL,1173750,269.0,234.0,23.0,47.0,9.0,1.0,6.0,23.0,1.0,0.0,36.0,73.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1347.0,136.0,1.0,1.0,4.0,1852.0
